0,1,2,3,4
Egypt,1 - 3,Uruguay,29,2
Portugal,0 - 0,Spain,29,4
Portugal,2 - 3,Morocco,29,18
Portugal,3 - 2,Iran,29,-35
Spain,2 - 0,Morocco,29,36
Spain,2 - 0,Iran,29,-20
Morocco,1 - 3,Iran,29,3
France,2 - 0,Australia,29,5
France,0 - 0,Peru,29,22
France,5 - 2,Denmark,29,-38
Australia,0 - 1,Peru,29,37
Australia,2 - 2,Denmark,29,-21
Peru,1 - 1,Denmark,29,7
Argentina,1 - 1,Island,29,6
Argentina,2 - 1,Croatia,29,23
Argentina,4 - 0,Nigeria,29,-39
Island,2 - 2,Croatia,29,40
Island,1 - 2,Nigeria,29,-25
Croatia,2 - 1,Nigeria,29,8
Brazil,1 - 2,Switzerland,29,11
Brazil,1 - 1,Costa Rica,29,24
Brazil,5 - 0,Serbia,29,-43
Switzerland,0 - 0,Costa Rica,29,44
Switzerland,2 - 2,Serbia,29,-26
Costa Rica,0 - 0,Serbia,29,9
Germany,0 - 1,Mexico,29,10
Germany,2 - 1,Sweden,29,29
Germany,3 - 0,South Korea,29,-42
Mexico,1 - 0,Sweden,29,41
Mexico,3 - 1,South Korea,29,-28
Sweden,3 - 1,South Korea,29,12
Belgium,2 - 0,Panama,29,13
Belgium,3 - 2,Tunesia,29,27
Belgium,1 - 0,England,29,-45
Panama,1 - 2,Tunesia,29,47
Panama,1 - 2,England,29,-30
Tunesia,1 - 1,England,29,14
Poland,1 - 1,Senegal,29,16
Poland,1 - 0,Colombia,29,32
Poland,2 - 0,Japan,29,-48
Senegal,2 - 3,Colombia,29,46
Senegal,2 - 3,Japan,29,-31
Colombia,2 - 3,Japan,29,15
Russia,3 - 1,Saudi Arabia,30,1
Russia,1 - 1,Egypt,30,17
Russia,1 - 3,Uruguay,30,-34
Saudi Arabia,1 - 1,Egypt,30,33
Saudi Arabia,1 - 0,Uruguay,30,-19
Egypt,1 - 0,Uruguay,30,2
Portugal,2 - 2,Spain,30,4
Portugal,2 - 0,Morocco,30,18
Portugal,2 - 1,Iran,30,-35
Spain,5 - 0,Morocco,30,36
Spain,3 - 0,Iran,30,-20
Morocco,1 - 1,Iran,30,3
France,4 - 1,Australia,30,5
France,1 - 1,Peru,30,22
France,4 - 0,Denmark,30,-38
Australia,0 - 2,Peru,30,37
Australia,1 - 3,Denmark,30,-21
Peru,3 - 3,Denmark,30,7
Argentina,0 - 1,Island,30,6
Argentina,3 - 2,Croatia,30,23
Argentina,3 - 1,Nigeria,30,-39
Island,2 - 3,Croatia,30,40
Island,3 - 1,Nigeria,30,-25
Croatia,2 - 1,Nigeria,30,8
Brazil,0 - 0,Switzerland,30,11
Brazil,4 - 1,Costa Rica,30,24
Brazil,4 - 0,Serbia,30,-43
Switzerland,2 - 3,Costa Rica,30,44
Switzerland,3 - 1,Serbia,30,-26
Costa Rica,3 - 2,Serbia,30,9
Germany,2 - 2,Mexico,30,10
Germany,3 - 2,Sweden,30,29
Germany,4 - 1,South Korea,30,-42
Mexico,3 - 0,Sweden,30,41
Mexico,1 - 2,South Korea,30,-28
Sweden,3 - 1,South Korea,30,12
Belgium,4 - 0,Panama,30,13
Belgium,2 - 2,Tunesia,30,27
Belgium,2 - 2,England,30,-45
Panama,5 - 4,Tunesia,30,47
Panama,0 - 2,England,30,-30
Tunesia,1 - 4,England,30,14
Poland,3 - 2,Senegal,30,16
Poland,2 - 3,Colombia,30,32
Poland,2 - 1,Japan,30,-48
Senegal,1 - 1,Colombia,30,46
Senegal,4 - 1,Japan,30,-31
Colombia,3 - 1,Japan,30,15
Russia,2 - 0,Saudi Arabia,31,1
Russia,2 - 2,Egypt,31,17
Russia,0 - 2,Uruguay,31,-34
Saudi Arabia,0 - 1,Egypt,31,33
Saudi Arabia,1 - 1,Uruguay,31,-19
Egypt,0 - 3,Uruguay,31,2
Portugal,0 - 0,Spain,31,4
Portugal,1 - 1,Morocco,31,18
Portugal,2 - 1,Iran,31,-35
Spain,1 - 0,Morocco,31,36
Spain,5 - 0,Iran,31,-20
Morocco,2 - 4,Iran,31,3
France,2 - 2,Australia,31,5
France,1 - 0,Peru,31,22
France,2 - 2,Denmark,31,-38
Australia,2 - 1,Peru,31,37
Australia,2 - 2,Denmark,31,-21
Peru,1 - 3,Denmark,31,7
Argentina,4 - 2,Island,31,6
Argentina,2 - 2,Croatia,31,23
Argentina,2 - 1,Nigeria,31,-39
Island,0 - 2,Croatia,31,40
Island,2 - 1,Nigeria,31,-25
Croatia,2 - 1,Nigeria,31,8
Brazil,2 - 1,Switzerland,31,11
Brazil,2 - 0,Costa Rica,31,24
Brazil,2 - 0,Serbia,31,-43
Switzerland,2 - 1,Costa Rica,31,44
Switzerland,1 - 1,Serbia,31,-26
Costa Rica,1 - 0,Serbia,31,9
Germany,3 - 1,Mexico,31,10
Germany,2 - 0,Sweden,31,29
Germany,2 - 0,South Korea,31,-42
Mexico,1 - 2,Sweden,31,41
Mexico,2 - 4,South Korea,31,-28
Sweden,1 - 2,South Korea,31,12
Belgium,3 - 1,Panama,31,13
Belgium,3 - 1,Tunesia,31,27
Belgium,3 - 1,England,31,-45
Panama,2 - 4,Tunesia,31,47
Panama,1 - 0,England,31,-30
Tunesia,0 - 4,England,31,14
Poland,0 - 3,Senegal,31,16
Poland,3 - 5,Colombia,31,32
Poland,1 - 0,Japan,31,-48
Senegal,2 - 3,Colombia,31,46
Senegal,0 - 0,Japan,31,-31
Colombia,1 - 1,Japan,31,15
Russia,3 - 0,Saudi Arabia,32,1
Russia,2 - 1,Egypt,32,17
Russia,1 - 1,Uruguay,32,-34
Saudi Arabia,4 - 2,Egypt,32,33
Saudi Arabia,0 - 3,Uruguay,32,-19
Egypt,1 - 2,Uruguay,32,2
Portugal,2 - 0,Spain,32,4
Portugal,3 - 2,Morocco,32,18
Portugal,4 - 1,Iran,32,-35
Spain,3 - 0,Morocco,32,36
Spain,2 - 1,Iran,32,-20
Morocco,1 - 2,Iran,32,3
France,4 - 2,Australia,32,5
France,3 - 3,Peru,32,22
France,1 - 0,Denmark,32,-38
Australia,0 - 0,Peru,32,37
Australia,1 - 3,Denmark,32,-21
Peru,3 - 1,Denmark,32,7
Argentina,3 - 0,Island,32,6
Argentina,1 - 2,Croatia,32,23
Argentina,2 - 0,Nigeria,32,-39
Island,2 - 1,Croatia,32,40
Island,4 - 0,Nigeria,32,-25
Croatia,3 - 1,Nigeria,32,8
Brazil,1 - 0,Switzerland,32,11
Brazil,4 - 2,Costa Rica,32,24
Brazil,5 - 0,Serbia,32,-43
Switzerland,2 - 1,Costa Rica,32,44
Switzerland,3 - 3,Serbia,32,-26
Costa Rica,0 - 0,Serbia,32,9
Germany,4 - 0,Mexico,32,10
Germany,1 - 0,Sweden,32,29
Germany,2 - 1,South Korea,32,-42
Mexico,1 - 2,Sweden,32,41
Mexico,1 - 2,South Korea,32,-28
Sweden,1 - 0,South Korea,32,12
Belgium,3 - 0,Panama,32,13
Belgium,2 - 0,Tunesia,32,27
Belgium,1 - 2,England,32,-45
Panama,4 - 1,Tunesia,32,47
Panama,1 - 3,England,32,-30
Tunesia,0 - 2,England,32,14
Poland,2 - 1,Senegal,32,16
Poland,1 - 1,Colombia,32,32
Poland,1 - 1,Japan,32,-48
Senegal,2 - 2,Colombia,32,46
Senegal,2 - 0,Japan,32,-31
Colombia,4 - 1,Japan,32,15
Russia,6 - 2,Saudi Arabia,33,1
Russia,1 - 1,Egypt,33,17
Russia,1 - 3,Uruguay,33,-34
Saudi Arabia,0 - 2,Egypt,33,33
Saudi Arabia,0 - 3,Uruguay,33,-19
Egypt,0 - 3,Uruguay,33,2
Portugal,0 - 3,Spain,33,4
Portugal,3 - 1,Morocco,33,18
Portugal,2 - 2,Iran,33,-35
Spain,0 - 0,Morocco,33,36
Spain,1 - 0,Iran,33,-20
Morocco,3 - 1,Iran,33,3
France,2 - 1,Australia,33,5
France,1 - 1,Peru,33,22
France,5 - 0,Denmark,33,-38
Australia,1 - 0,Peru,33,37
Australia,2 - 1,Denmark,33,-21
Peru,1 - 5,Denmark,33,7
Argentina,2 - 2,Island,33,6
Argentina,2 - 1,Croatia,33,23
Argentina,0 - 1,Nigeria,33,-39
Island,0 - 1,Croatia,33,40
Island,2 - 1,Nigeria,33,-25
Croatia,2 - 0,Nigeria,33,8
Brazil,2 - 2,Switzerland,33,11
Brazil,6 - 0,Costa Rica,33,24
Brazil,1 - 0,Serbia,33,-43
Switzerland,2 - 0,Costa Rica,33,44
Switzerland,1 - 2,Serbia,33,-26
Costa Rica,0 - 0,Serbia,33,9
Germany,2 - 3,Mexico,33,10
Germany,3 - 1,Sweden,33,29
Germany,1 - 2,South Korea,33,-42
Mexico,1 - 3,Sweden,33,41
Mexico,2 - 1,South Korea,33,-28
Sweden,4 - 0,South Korea,33,12
Belgium,2 - 0,Panama,33,13
Belgium,1 - 1,Tunesia,33,27
Belgium,2 - 0,England,33,-45
Panama,0 - 1,Tunesia,33,47
Panama,1 - 2,England,33,-30
Tunesia,1 - 1,England,33,14
Poland,0 - 1,Senegal,33,16
Poland,3 - 1,Colombia,33,32
Poland,3 - 0,Japan,33,-48
Senegal,2 - 1,Colombia,33,46
Senegal,2 - 2,Japan,33,-31
Colombia,2 - 0,Japan,33,15
Russia,2 - 1,Saudi Arabia,34,1
Russia,1 - 2,Egypt,34,17
Russia,0 - 2,Uruguay,34,-34
Saudi Arabia,1 - 3,Egypt,34,33
Saudi Arabia,1 - 4,Uruguay,34,-19
Egypt,1 - 3,Uruguay,34,2
Portugal,1 - 2,Spain,34,4
Portugal,1 - 0,Morocco,34,18
Portugal,1 - 1,Iran,34,-35
Spain,2 - 1,Morocco,34,36
Spain,3 - 2,Iran,34,-20
Morocco,0 - 3,Iran,34,3
France,3 - 2,Australia,34,5
France,4 - 1,Peru,34,22
France,3 - 5,Denmark,34,-38
Australia,1 - 1,Peru,34,37
Australia,1 - 2,Denmark,34,-21
Peru,0 - 1,Denmark,34,7
Argentina,2 - 1,Island,34,6
Argentina,2 - 2,Croatia,34,23
Argentina,3 - 3,Nigeria,34,-39
Island,1 - 2,Croatia,34,40
Island,2 - 5,Nigeria,34,-25
Croatia,1 - 2,Nigeria,34,8
Brazil,3 - 0,Switzerland,34,11
Brazil,6 - 0,Costa Rica,34,24
Brazil,1 - 1,Serbia,34,-43
Switzerland,2 - 2,Costa Rica,34,44
Switzerland,0 - 1,Serbia,34,-26
Costa Rica,2 - 1,Serbia,34,9
Germany,3 - 0,Mexico,34,10
Germany,1 - 1,Sweden,34,29
Germany,2 - 1,South Korea,34,-42
Mexico,4 - 0,Sweden,34,41
Mexico,1 - 1,South Korea,34,-28
Sweden,1 - 1,South Korea,34,12
Belgium,2 - 0,Panama,34,13
Belgium,0 - 0,Tunesia,34,27
Belgium,2 - 1,England,34,-45
Panama,0 - 1,Tunesia,34,47
Panama,0 - 1,England,34,-30
Tunesia,0 - 1,England,34,14
Poland,0 - 0,Senegal,34,16
Poland,0 - 1,Colombia,34,32
Poland,1 - 0,Japan,34,-48
Senegal,2 - 1,Colombia,34,46
Senegal,0 - 2,Japan,34,-31
Colombia,0 - 0,Japan,34,15
Russia,0 - 1,Saudi Arabia,35,1
Russia,1 - 1,Egypt,35,17
Russia,1 - 2,Uruguay,35,-34
Saudi Arabia,0 - 2,Egypt,35,33
Saudi Arabia,1 - 2,Uruguay,35,-19
Egypt,2 - 3,Uruguay,35,2
Portugal,2 - 3,Spain,35,4
Portugal,4 - 1,Morocco,35,18
Portugal,2 - 1,Iran,35,-35
Spain,1 - 0,Morocco,35,36
Spain,2 - 1,Iran,35,-20
Morocco,0 - 2,Iran,35,3
France,2 - 0,Australia,35,5
France,1 - 0,Peru,35,22
France,3 - 3,Denmark,35,-38
Australia,2 - 2,Peru,35,37
Australia,0 - 3,Denmark,35,-21
Peru,2 - 1,Denmark,35,7
Argentina,2 - 1,Island,35,6
Argentina,1 - 0,Croatia,35,23
Argentina,3 - 1,Nigeria,35,-39
Island,0 - 2,Croatia,35,40
Island,1 - 1,Nigeria,35,-25
Croatia,1 - 1,Nigeria,35,8
Brazil,2 - 0,Switzerland,35,11
Brazil,3 - 1,Costa Rica,35,24
Brazil,1 - 0,Serbia,35,-43
Switzerland,1 - 0,Costa Rica,35,44
Switzerland,5 - 0,Serbia,35,-26
Costa Rica,2 - 2,Serbia,35,9
Germany,3 - 0,Mexico,35,10
Germany,3 - 2,Sweden,35,29
Germany,2 - 0,South Korea,35,-42
Mexico,2 - 2,Sweden,35,41
Mexico,3 - 1,South Korea,35,-28
Sweden,0 - 0,South Korea,35,12
Belgium,2 - 1,Panama,35,13
Belgium,1 - 1,Tunesia,35,27
Belgium,1 - 5,England,35,-45
Panama,4 - 0,Tunesia,35,47
Panama,0 - 1,England,35,-30
Tunesia,0 - 2,England,35,14
Poland,2 - 1,Senegal,35,16
Poland,3 - 3,Colombia,35,32
Poland,5 - 2,Japan,35,-48
Senegal,0 - 2,Colombia,35,46
Senegal,0 - 1,Japan,35,-31
Colombia,3 - 1,Japan,35,15
Russia,2 - 0,Saudi Arabia,36,1
Russia,0 - 1,Egypt,36,17
Russia,2 - 2,Uruguay,36,-34
Saudi Arabia,2 - 3,Egypt,36,33
Saudi Arabia,0 - 4,Uruguay,36,-19
Egypt,1 - 1,Uruguay,36,2
Portugal,1 - 1,Spain,36,4
Portugal,5 - 1,Morocco,36,18
Portugal,1 - 0,Iran,36,-35
Spain,4 - 2,Morocco,36,36
Spain,4 - 0,Iran,36,-20
Morocco,1 - 3,Iran,36,3
France,0 - 1,Australia,36,5
France,1 - 2,Peru,36,22
France,2 - 1,Denmark,36,-38
Australia,1 - 3,Peru,36,37
Australia,0 - 1,Denmark,36,-21
Peru,2 - 1,Denmark,36,7
Argentina,2 - 1,Island,36,6
Argentina,2 - 2,Croatia,36,23
Argentina,1 - 0,Nigeria,36,-39
Island,2 - 5,Croatia,36,40
Island,5 - 0,Nigeria,36,-25
Croatia,3 - 2,Nigeria,36,8
Brazil,1 - 0,Switzerland,36,11
Brazil,6 - 0,Costa Rica,36,24
Brazil,2 - 0,Serbia,36,-43
Switzerland,1 - 0,Costa Rica,36,44
Switzerland,2 - 1,Serbia,36,-26
Costa Rica,1 - 2,Serbia,36,9
Germany,0 - 0,Mexico,36,10
Germany,2 - 0,Sweden,36,29
Germany,2 - 1,South Korea,36,-42
Mexico,2 - 0,Sweden,36,41
Mexico,2 - 0,South Korea,36,-28
Sweden,3 - 3,South Korea,36,12
Belgium,3 - 1,Panama,36,13
Belgium,4 - 1,Tunesia,36,27
Belgium,0 - 1,England,36,-45
Panama,1 - 2,Tunesia,36,47
Panama,0 - 3,England,36,-30
Tunesia,0 - 2,England,36,14
Poland,3 - 1,Senegal,36,16
Poland,1 - 3,Colombia,36,32
Poland,2 - 1,Japan,36,-48
Senegal,2 - 0,Colombia,36,46
Senegal,0 - 1,Japan,36,-31
Colombia,2 - 0,Japan,36,15
Russia,4 - 3,Saudi Arabia,37,1
Russia,4 - 1,Egypt,37,17
Russia,0 - 4,Uruguay,37,-34
Saudi Arabia,0 - 1,Egypt,37,33
Saudi Arabia,2 - 4,Uruguay,37,-19
Egypt,0 - 0,Uruguay,37,2
Portugal,1 - 4,Spain,37,4
Portugal,3 - 0,Morocco,37,18
Portugal,0 - 0,Iran,37,-35
Spain,4 - 0,Morocco,37,36
Spain,1 - 1,Iran,37,-20
Morocco,0 - 2,Iran,37,3
France,0 - 0,Australia,37,5
France,0 - 1,Peru,37,22
France,1 - 0,Denmark,37,-38
Australia,1 - 2,Peru,37,37
Australia,2 - 2,Denmark,37,-21
Peru,2 - 2,Denmark,37,7
Argentina,2 - 3,Island,37,6
Argentina,2 - 3,Croatia,37,23
Argentina,3 - 1,Nigeria,37,-39
Island,1 - 1,Croatia,37,40
Island,3 - 1,Nigeria,37,-25
Croatia,0 - 0,Nigeria,37,8
Brazil,5 - 3,Switzerland,37,11
Brazil,2 - 0,Costa Rica,37,24
Brazil,3 - 0,Serbia,37,-43
Switzerland,2 - 0,Costa Rica,37,44
Switzerland,3 - 3,Serbia,37,-26
Costa Rica,1 - 1,Serbia,37,9
Germany,0 - 0,Mexico,37,10
Germany,1 - 0,Sweden,37,29
Germany,2 - 0,South Korea,37,-42
Mexico,4 - 2,Sweden,37,41
Mexico,1 - 0,South Korea,37,-28
Sweden,0 - 0,South Korea,37,12
Belgium,1 - 0,Panama,37,13
Belgium,2 - 1,Tunesia,37,27
Belgium,0 - 0,England,37,-45
Panama,2 - 5,Tunesia,37,47
Panama,0 - 1,England,37,-30
Tunesia,1 - 3,England,37,14
Poland,2 - 1,Senegal,37,16
Poland,1 - 2,Colombia,37,32
Poland,2 - 1,Japan,37,-48
Senegal,1 - 3,Colombia,37,46
Senegal,2 - 2,Japan,37,-31
Colombia,1 - 0,Japan,37,15
Russia,3 - 1,Saudi Arabia,38,1
Russia,0 - 3,Egypt,38,17
Russia,0 - 1,Uruguay,38,-34
Saudi Arabia,0 - 2,Egypt,38,33
Saudi Arabia,0 - 4,Uruguay,38,-19
Egypt,2 - 1,Uruguay,38,2
Portugal,1 - 1,Spain,38,4
Portugal,2 - 1,Morocco,38,18
Portugal,2 - 1,Iran,38,-35
Spain,2 - 1,Morocco,38,36
Spain,3 - 0,Iran,38,-20
Morocco,2 - 1,Iran,38,3
France,1 - 1,Australia,38,5
France,2 - 0,Peru,38,22
France,5 - 1,Denmark,38,-38
Australia,3 - 4,Peru,38,37
Australia,1 - 2,Denmark,38,-21
Peru,2 - 1,Denmark,38,7
Argentina,5 - 1,Island,38,6
Argentina,3 - 1,Croatia,38,23
Argentina,1 - 0,Nigeria,38,-39
Island,3 - 2,Croatia,38,40
Island,4 - 1,Nigeria,38,-25
Croatia,1 - 0,Nigeria,38,8
Brazil,1 - 1,Switzerland,38,11
Brazil,2 - 1,Costa Rica,38,24
Brazil,4 - 0,Serbia,38,-43
Switzerland,3 - 0,Costa Rica,38,44
Switzerland,2 - 2,Serbia,38,-26
Costa Rica,1 - 0,Serbia,38,9
Germany,3 - 0,Mexico,38,10
Germany,3 - 0,Sweden,38,29
Germany,1 - 1,South Korea,38,-42
Mexico,0 - 1,Sweden,38,41
Mexico,5 - 0,South Korea,38,-28
Sweden,4 - 4,South Korea,38,12
Belgium,2 - 0,Panama,38,13
Belgium,3 - 1,Tunesia,38,27
Belgium,2 - 2,England,38,-45
Panama,1 - 3,Tunesia,38,47
Panama,1 - 3,England,38,-30
Tunesia,2 - 2,England,38,14
Poland,3 - 0,Senegal,38,16
Poland,1 - 2,Colombia,38,32
Poland,1 - 0,Japan,38,-48
Senegal,2 - 3,Colombia,38,46
Senegal,1 - 0,Japan,38,-31
Colombia,1 - 1,Japan,38,15
Russia,3 - 2,Saudi Arabia,39,1
Russia,1 - 1,Egypt,39,17
Russia,1 - 1,Uruguay,39,-34
Saudi Arabia,2 - 0,Egypt,39,33
Saudi Arabia,0 - 1,Uruguay,39,-19
Egypt,2 - 3,Uruguay,39,2
Portugal,1 - 2,Spain,39,4
Portugal,4 - 0,Morocco,39,18
Portugal,3 - 2,Iran,39,-35
Spain,1 - 1,Morocco,39,36
Spain,3 - 0,Iran,39,-20
Morocco,3 - 2,Iran,39,3
France,3 - 0,Australia,39,5
France,1 - 0,Peru,39,22
France,3 - 2,Denmark,39,-38
Australia,3 - 3,Peru,39,37
Australia,0 - 4,Denmark,39,-21
Peru,2 - 2,Denmark,39,7
Argentina,1 - 1,Island,39,6
Argentina,2 - 2,Croatia,39,23
Argentina,4 - 0,Nigeria,39,-39
Island,1 - 0,Croatia,39,40
Island,2 - 2,Nigeria,39,-25
Croatia,3 - 1,Nigeria,39,8
Brazil,3 - 1,Switzerland,39,11
Brazil,1 - 1,Costa Rica,39,24
Brazil,2 - 3,Serbia,39,-43
Switzerland,1 - 1,Costa Rica,39,44
Switzerland,1 - 4,Serbia,39,-26
Costa Rica,3 - 1,Serbia,39,9
Germany,5 - 0,Mexico,39,10
Germany,2 - 1,Sweden,39,29
Germany,2 - 1,South Korea,39,-42
Mexico,2 - 0,Sweden,39,41
Mexico,1 - 3,South Korea,39,-28
Sweden,3 - 1,South Korea,39,12
Belgium,2 - 0,Panama,39,13
Belgium,0 - 0,Tunesia,39,27
Belgium,1 - 1,England,39,-45
Panama,2 - 3,Tunesia,39,47
Panama,0 - 4,England,39,-30
Tunesia,0 - 1,England,39,14
Poland,2 - 1,Senegal,39,16
Poland,3 - 1,Colombia,39,32
Poland,2 - 1,Japan,39,-48
Senegal,3 - 3,Colombia,39,46
Senegal,1 - 0,Japan,39,-31
Colombia,3 - 0,Japan,39,15
Russia,4 - 0,Saudi Arabia,40,1
Russia,1 - 1,Egypt,40,17
Russia,1 - 4,Uruguay,40,-34
Saudi Arabia,1 - 0,Egypt,40,33
Saudi Arabia,2 - 4,Uruguay,40,-19
Egypt,2 - 4,Uruguay,40,2
Portugal,3 - 2,Spain,40,4
Portugal,3 - 0,Morocco,40,18
Portugal,0 - 1,Iran,40,-35
Spain,3 - 0,Morocco,40,36
Spain,1 - 0,Iran,40,-20
Morocco,2 - 1,Iran,40,3
France,1 - 1,Australia,40,5
France,1 - 0,Peru,40,22
France,3 - 1,Denmark,40,-38
Australia,4 - 1,Peru,40,37
Australia,0 - 0,Denmark,40,-21
Peru,0 - 0,Denmark,40,7
Argentina,2 - 1,Island,40,6
Argentina,2 - 2,Croatia,40,23
Argentina,2 - 0,Nigeria,40,-39
Island,1 - 2,Croatia,40,40
Island,2 - 4,Nigeria,40,-25
Croatia,1 - 1,Nigeria,40,8
Brazil,1 - 1,Switzerland,40,11
Brazil,3 - 0,Costa Rica,40,24
Brazil,5 - 1,Serbia,40,-43
Switzerland,1 - 0,Costa Rica,40,44
Switzerland,2 - 2,Serbia,40,-26
Costa Rica,0 - 1,Serbia,40,9
Germany,4 - 1,Mexico,40,10
Germany,1 - 0,Sweden,40,29
Germany,1 - 0,South Korea,40,-42
Mexico,2 - 1,Sweden,40,41
Mexico,2 - 1,South Korea,40,-28
Sweden,2 - 1,South Korea,40,12
Belgium,3 - 0,Panama,40,13
Belgium,4 - 1,Tunesia,40,27
Belgium,2 - 1,England,40,-45
Panama,1 - 4,Tunesia,40,47
Panama,0 - 3,England,40,-30
Tunesia,1 - 5,England,40,14
Poland,0 - 2,Senegal,40,16
Poland,0 - 0,Colombia,40,32
Poland,3 - 0,Japan,40,-48
Senegal,1 - 1,Colombia,40,46
Senegal,0 - 0,Japan,40,-31
Colombia,2 - 2,Japan,40,15
Russia,3 - 0,Saudi Arabia,41,1
Russia,2 - 2,Egypt,41,17
Russia,0 - 1,Uruguay,41,-34
Saudi Arabia,1 - 1,Egypt,41,33
Saudi Arabia,0 - 4,Uruguay,41,-19
Egypt,1 - 4,Uruguay,41,2
Portugal,3 - 1,Spain,41,4
Portugal,3 - 1,Morocco,41,18
Portugal,4 - 0,Iran,41,-35
Spain,1 - 1,Morocco,41,36
Spain,4 - 2,Iran,41,-20
Morocco,1 - 2,Iran,41,3
France,5 - 0,Australia,41,5
France,0 - 0,Peru,41,22
France,1 - 1,Denmark,41,-38
Australia,2 - 2,Peru,41,37
Australia,2 - 1,Denmark,41,-21
Peru,3 - 0,Denmark,41,7
Argentina,1 - 0,Island,41,6
Argentina,1 - 2,Croatia,41,23
Argentina,0 - 0,Nigeria,41,-39
Island,2 - 1,Croatia,41,40
Island,1 - 0,Nigeria,41,-25
Croatia,2 - 0,Nigeria,41,8
Brazil,5 - 1,Switzerland,41,11
Brazil,3 - 1,Costa Rica,41,24
Brazil,5 - 0,Serbia,41,-43
Switzerland,2 - 3,Costa Rica,41,44
Switzerland,2 - 3,Serbia,41,-26
Costa Rica,4 - 2,Serbia,41,9
Germany,3 - 3,Mexico,41,10
Germany,3 - 1,Sweden,41,29
Germany,3 - 2,South Korea,41,-42
Mexico,5 - 2,Sweden,41,41
Mexico,2 - 2,South Korea,41,-28
Sweden,5 - 0,South Korea,41,12
Belgium,1 - 0,Panama,41,13
Belgium,4 - 0,Tunesia,41,27
Belgium,2 - 3,England,41,-45
Panama,1 - 0,Tunesia,41,47
Panama,0 - 2,England,41,-30
Tunesia,0 - 4,England,41,14
Poland,3 - 1,Senegal,41,16
Poland,0 - 3,Colombia,41,32
Poland,1 - 3,Japan,41,-48
Senegal,2 - 2,Colombia,41,46
Senegal,2 - 0,Japan,41,-31
Colombia,1 - 0,Japan,41,15
Russia,3 - 1,Saudi Arabia,42,1
Russia,3 - 1,Egypt,42,17
Russia,0 - 1,Uruguay,42,-34
Saudi Arabia,1 - 0,Egypt,42,33
Saudi Arabia,0 - 0,Uruguay,42,-19
Egypt,0 - 2,Uruguay,42,2
Portugal,1 - 1,Spain,42,4
Portugal,1 - 2,Morocco,42,18
Portugal,4 - 0,Iran,42,-35
Spain,3 - 0,Morocco,42,36
Spain,1 - 1,Iran,42,-20
Morocco,3 - 1,Iran,42,3
France,3 - 0,Australia,42,5
France,3 - 2,Peru,42,22
France,3 - 4,Denmark,42,-38
Australia,3 - 1,Peru,42,37
Australia,0 - 2,Denmark,42,-21
Peru,2 - 2,Denmark,42,7
Argentina,1 - 1,Island,42,6
Argentina,2 - 0,Croatia,42,23
Argentina,1 - 1,Nigeria,42,-39
Island,0 - 4,Croatia,42,40
Island,0 - 2,Nigeria,42,-25
Croatia,1 - 1,Nigeria,42,8
Brazil,1 - 1,Switzerland,42,11
Brazil,5 - 1,Costa Rica,42,24
Brazil,2 - 2,Serbia,42,-43
Switzerland,3 - 3,Costa Rica,42,44
Switzerland,3 - 1,Serbia,42,-26
Costa Rica,2 - 1,Serbia,42,9
Germany,1 - 2,Mexico,42,10
Germany,0 - 1,Sweden,42,29
Germany,3 - 0,South Korea,42,-42
Mexico,1 - 3,Sweden,42,41
Mexico,2 - 2,South Korea,42,-28
Sweden,1 - 2,South Korea,42,12
Belgium,2 - 1,Panama,42,13
Belgium,3 - 0,Tunesia,42,27
Belgium,2 - 2,England,42,-45
Panama,0 - 2,Tunesia,42,47
Panama,0 - 0,England,42,-30
Tunesia,0 - 1,England,42,14
Poland,1 - 1,Senegal,42,16
Poland,3 - 3,Colombia,42,32
Poland,2 - 0,Japan,42,-48
Senegal,1 - 1,Colombia,42,46
Senegal,2 - 0,Japan,42,-31
Colombia,2 - 0,Japan,42,15
Russia,2 - 0,Saudi Arabia,43,1
Russia,3 - 1,Egypt,43,17
Russia,0 - 0,Uruguay,43,-34
Saudi Arabia,0 - 1,Egypt,43,33
Saudi Arabia,0 - 3,Uruguay,43,-19
Egypt,0 - 2,Uruguay,43,2
Portugal,2 - 2,Spain,43,4
Portugal,1 - 2,Morocco,43,18
Portugal,2 - 0,Iran,43,-35
Spain,1 - 0,Morocco,43,36
Spain,3 - 1,Iran,43,-20
Morocco,1 - 2,Iran,43,3
France,2 - 0,Australia,43,5
France,2 - 0,Peru,43,22
France,1 - 0,Denmark,43,-38
Australia,4 - 0,Peru,43,37
Australia,2 - 0,Denmark,43,-21
Peru,1 - 3,Denmark,43,7
Argentina,1 - 0,Island,43,6
Argentina,0 - 1,Croatia,43,23
Argentina,2 - 0,Nigeria,43,-39
Island,2 - 2,Croatia,43,40
Island,1 - 1,Nigeria,43,-25
Croatia,2 - 1,Nigeria,43,8
Brazil,2 - 1,Switzerland,43,11
Brazil,2 - 1,Costa Rica,43,24
Brazil,2 - 0,Serbia,43,-43
Switzerland,1 - 2,Costa Rica,43,44
Switzerland,3 - 2,Serbia,43,-26
Costa Rica,3 - 3,Serbia,43,9
Germany,4 - 2,Mexico,43,10
Germany,5 - 1,Sweden,43,29
Germany,2 - 0,South Korea,43,-42
Mexico,3 - 2,Sweden,43,41
Mexico,3 - 2,South Korea,43,-28
Sweden,3 - 2,South Korea,43,12
